caseid,feelings_life,place_birth_canada,citizenship_status,aboriginal,vis_minority,marital_status,education,self_rated_health,self_rated_mental_health,income_family,income_respondent,number_total_children_intention,is_male
7935,9,Born in Canada,By birth,No,Not a visible minority,Married,3,Very good,4,"$125,000 and more","$125,000 and more",NA,1
7936,9,Born in Canada,By birth,No,Not a visible minority,Widowed,6,Good,5,"$50,000 to $74,999","$50,000 to $74,999",NA,0
7937,10,Born outside Canada,By naturalization,NA,Visible minority,"Single, never married",6,Excellent,5,"$25,000 to $49,999","$25,000 to $49,999",NA,0
7938,8,Born outside Canada,By naturalization,NA,Not a visible minority,Divorced,2,Good,5,"$25,000 to $49,999","$25,000 to $49,999",NA,0
7939,6,Born outside Canada,NA,NA,Visible minority,Married,6,Good,1,"$50,000 to $74,999","Less than $25,000",0,0
7940,8,Born outside Canada,By naturalization,NA,Not a visible minority,Widowed,3,Very good,5,"$50,000 to $74,999","$50,000 to $74,999",NA,0
7941,9,Born outside Canada,By naturalization,NA,Visible minority,Married,6,Good,3,"$125,000 and more","$75,000 to $99,999",2,1
7942,10,Born outside Canada,By naturalization,NA,Visible minority,Married,6,Excellent,5,"$50,000 to $74,999","$50,000 to $74,999",2,1
7943,7,Born outside Canada,By naturalization,NA,Visible minority,Married,6,Very good,4,"Less than $25,000","Less than $25,000",NA,1
7944,10,Born in Canada,By birth,No,Don't know,Married,1,Good,3,"$125,000 and more","$50,000 to $74,999",NA,1
7945,7,Born outside Canada,NA,NA,Visible minority,"Single, never married",4,Good,3,"Less than $25,000","Less than $25,000",3,1
7946,3,Born outside Canada,NA,NA,Visible minority,"Single, never married",6,Good,2,"Less than $25,000","Less than $25,000",0,1
7947,7,Born in Canada,By birth,No,Not a visible minority,"Single, never married",2,Good,4,"$100,000 to $ 124,999","$75,000 to $99,999",0,1
7948,9,Born in Canada,By birth,No,Not a visible minority,"Single, never married",3,Very good,4,"$25,000 to $49,999","$25,000 to $49,999",0,1
7949,0,Born outside Canada,By naturalization,NA,Not a visible minority,Married,4,Poor,0,"$50,000 to $74,999","$25,000 to $49,999",NA,1
7950,10,Born in Canada,By birth,No,Not a visible minority,Married,3,Very good,4,"$50,000 to $74,999","$25,000 to $49,999",0,1
7951,8,Born outside Canada,By naturalization,NA,Not a visible minority,Married,7,Very good,5,"$125,000 and more","$50,000 to $74,999",NA,1
7952,8,Born in Canada,By birth,No,Not a visible minority,"Single, never married",3,Excellent,5,"$100,000 to $ 124,999","$100,000 to $ 124,999",NA,0
7953,10,Born in Canada,By birth,No,Not a visible minority,Married,6,Excellent,5,"$125,000 and more","$25,000 to $49,999",0,0
7954,10,Born in Canada,By birth,No,Not a visible minority,Married,1,Very good,5,"$25,000 to $49,999","$25,000 to $49,999",NA,0
7955,8,Born outside Canada,NA,NA,Visible minority,Married,6,Very good,5,"$50,000 to $74,999","$25,000 to $49,999",2,1
7956,8,Born in Canada,By birth,No,Not a visible minority,Married,1,Excellent,5,"$125,000 and more","$50,000 to $74,999",NA,1
7957,8,Born in Canada,By birth,No,Not a visible minority,Married,1,Excellent,5,"$50,000 to $74,999","Less than $25,000",NA,0
7958,8,Born in Canada,By birth,No,Not a visible minority,Married,6,Excellent,3,"$125,000 and more","$75,000 to $99,999",NA,0
7959,10,Born in Canada,By birth,No,Not a visible minority,Married,6,Very good,5,"$125,000 and more","$50,000 to $74,999",NA,0
7960,10,Born outside Canada,By naturalization,NA,Visible minority,Married,3,Excellent,4,"$75,000 to $99,999","$25,000 to $49,999",NA,0
7961,5,Born in Canada,By birth,No,Not a visible minority,Living common-law,3,Fair,1,"$50,000 to $74,999","Less than $25,000",0,0
7962,10,Born outside Canada,By naturalization,NA,Not a visible minority,Divorced,3,Excellent,5,"$25,000 to $49,999","$25,000 to $49,999",NA,0
7963,7,Born in Canada,By birth,No,Not a visible minority,"Single, never married",3,Fair,3,"$25,000 to $49,999","$25,000 to $49,999",0,1
7964,9,Born in Canada,By birth,No,Not a visible minority,Married,1,Very good,4,"$50,000 to $74,999","Less than $25,000",NA,0
7965,8,Born outside Canada,NA,No,Not a visible minority,"Single, never married",1,Excellent,5,"$125,000 and more","Less than $25,000",4,1
7966,8,Born in Canada,By birth,No,Not a visible minority,Divorced,1,Good,4,"Less than $25,000","Less than $25,000",NA,1
7967,7,Born in Canada,By birth,No,Not a visible minority,Married,6,Very good,4,"$125,000 and more","$75,000 to $99,999",NA,0
7968,8,Born in Canada,By birth,No,Not a visible minority,Widowed,1,Fair,4,"$25,000 to $49,999","$25,000 to $49,999",NA,0
7969,8,Born outside Canada,By naturalization,NA,Visible minority,Married,6,Very good,5,"$125,000 and more","$75,000 to $99,999",0,1
7970,9,Born outside Canada,NA,NA,Visible minority,"Single, never married",1,Excellent,5,"$50,000 to $74,999","Less than $25,000",2,1
7971,5,Born in Canada,By birth,No,Not a visible minority,"Single, never married",4,Excellent,4,"$125,000 and more","$125,000 and more",4,1
7972,7,Born in Canada,By birth,No,Not a visible minority,"Single, never married",2,Good,3,"$50,000 to $74,999","$50,000 to $74,999",0,1
7973,9,Born in Canada,By birth,No,Not a visible minority,Married,3,Very good,4,"$125,000 and more","Less than $25,000",0,0
7974,7,Born in Canada,By birth,No,Not a visible minority,Married,4,Fair,4,"Less than $25,000","Less than $25,000",NA,1
7975,8,Born in Canada,By birth,No,Not a visible minority,Divorced,3,Excellent,5,"$50,000 to $74,999","$50,000 to $74,999",0,0
7976,9,Born in Canada,By birth,No,Not a visible minority,Married,2,Excellent,4,"$125,000 and more","Less than $25,000",0,0
7977,10,Born in Canada,By birth,No,Not a visible minority,Married,4,Excellent,5,"$75,000 to $99,999","$50,000 to $74,999",0,1
7978,2,Born in Canada,By birth,No,Visible minority,Widowed,2,Poor,1,"Less than $25,000","Less than $25,000",0,1
7979,10,Born in Canada,By birth,No,Not a visible minority,Separated,2,Excellent,5,"$100,000 to $ 124,999","$50,000 to $74,999",0,1
7980,0,Born in Canada,By birth,No,Not a visible minority,"Single, never married",2,Poor,2,"Less than $25,000","Less than $25,000",0,0
7981,8,Born in Canada,By birth,No,Not a visible minority,Widowed,3,Very good,4,"$25,000 to $49,999","$25,000 to $49,999",NA,0
7982,10,Born in Canada,By birth,No,Not a visible minority,Married,4,Very good,5,"$25,000 to $49,999","$25,000 to $49,999",NA,1
7983,9,Born in Canada,By birth,No,Not a visible minority,Married,7,Excellent,5,"$125,000 and more","$50,000 to $74,999",NA,0
7984,10,Born outside Canada,By naturalization,NA,Visible minority,Married,6,Very good,4,"$100,000 to $ 124,999","$50,000 to $74,999",0,1
7985,7,Born in Canada,By birth,No,Not a visible minority,Married,6,Fair,3,"$125,000 and more","$75,000 to $99,999",NA,1
7986,7,Born outside Canada,By naturalization,NA,Visible minority,Married,3,Fair,2,"$50,000 to $74,999","$25,000 to $49,999",NA,0
7987,2,Born outside Canada,By naturalization,NA,Visible minority,"Single, never married",3,Poor,2,"Less than $25,000","Less than $25,000",NA,0
7988,9,Born in Canada,By birth,No,Not a visible minority,Married,4,Very good,4,"$100,000 to $ 124,999","$25,000 to $49,999",NA,0
7989,10,Born in Canada,By birth,No,Not a visible minority,Widowed,2,Fair,4,"$25,000 to $49,999","$25,000 to $49,999",NA,1
7990,9,Born in Canada,By birth,No,Not a visible minority,Married,7,Good,3,"$100,000 to $ 124,999","$50,000 to $74,999",NA,1
7991,10,Born in Canada,By birth,No,Not a visible minority,Married,NA,Excellent,5,"$100,000 to $ 124,999","$25,000 to $49,999",NA,1
7992,10,Born in Canada,By birth,No,Not a visible minority,Married,3,Excellent,5,"$75,000 to $99,999","Less than $25,000",0,0
7993,8,Born in Canada,By birth,No,Not a visible minority,Married,6,Good,3,"$50,000 to $74,999","Less than $25,000",NA,0
7994,10,Born outside Canada,By naturalization,NA,Visible minority,Married,6,Good,4,"$50,000 to $74,999","$25,000 to $49,999",0,0
7995,4,Born outside Canada,By naturalization,NA,Don't know,Married,1,Fair,5,"$25,000 to $49,999","Less than $25,000",NA,0
7996,7,Born outside Canada,By naturalization,No,Not a visible minority,Married,7,Very good,4,"$50,000 to $74,999","$25,000 to $49,999",NA,0
7997,8,Born in Canada,By birth,Don't know,Not a visible minority,Married,6,Excellent,3,"$125,000 and more","$50,000 to $74,999",0,0
7998,9,Born in Canada,By birth,No,Not a visible minority,Living common-law,2,Excellent,5,"$75,000 to $99,999","$25,000 to $49,999",NA,0
7999,10,Born in Canada,By birth,No,Not a visible minority,Married,6,Excellent,5,"$125,000 and more","$50,000 to $74,999",0,0
8000,9,Born in Canada,By birth,No,Not a visible minority,Living common-law,4,Very good,4,"$125,000 and more","$25,000 to $49,999",2,1
8001,10,Born in Canada,By birth,No,Not a visible minority,Married,1,Fair,4,"$25,000 to $49,999","Less than $25,000",NA,0
8002,5,Born in Canada,By birth,No,Not a visible minority,"Single, never married",1,Good,5,"$50,000 to $74,999","$25,000 to $49,999",NA,1
8003,8,Born outside Canada,NA,NA,Visible minority,"Single, never married",2,Good,1,"Less than $25,000","Less than $25,000",3,0
8004,8,Born in Canada,By birth,No,Not a visible minority,Married,6,Very good,5,"$125,000 and more","$75,000 to $99,999",NA,0
8005,8,Born in Canada,By birth,No,Not a visible minority,Married,3,Fair,3,"$25,000 to $49,999","Less than $25,000",NA,0
8006,8,Born in Canada,By birth,No,Not a visible minority,Married,3,Very good,3,"$125,000 and more","$75,000 to $99,999",NA,0
8007,8,Born outside Canada,By naturalization,NA,Not a visible minority,Married,3,Good,4,"Less than $25,000","Less than $25,000",NA,1
8008,10,Born in Canada,By birth,No,Not a visible minority,Divorced,1,Good,3,"Less than $25,000","Less than $25,000",NA,0
8009,10,Born outside Canada,By naturalization,NA,Visible minority,Married,7,Good,5,"$125,000 and more","$50,000 to $74,999",0,0
8010,7,Born in Canada,By birth,No,Not a visible minority,Married,7,Good,3,"$125,000 and more","$75,000 to $99,999",NA,0
8011,8,Born outside Canada,By naturalization,NA,Not a visible minority,Widowed,1,Good,4,"Less than $25,000","Less than $25,000",NA,1
8012,10,Born in Canada,By birth,No,Not a visible minority,Married,2,Good,5,"$75,000 to $99,999","$50,000 to $74,999",NA,1
8013,8,Born in Canada,By birth,No,Visible minority,"Single, never married",2,Excellent,5,"$50,000 to $74,999","Less than $25,000",1,0
8014,6,Born in Canada,By birth,No,Not a visible minority,"Single, never married",6,Good,4,"Less than $25,000","Less than $25,000",NA,0
8015,8,Born in Canada,By birth,No,Not a visible minority,"Single, never married",1,Good,3,"$50,000 to $74,999","$25,000 to $49,999",3,1
8016,9,Born in Canada,By birth,No,Not a visible minority,Married,4,Very good,4,"$50,000 to $74,999","$50,000 to $74,999",0,1
8017,8,Born outside Canada,By naturalization,NA,Visible minority,Married,5,Very good,3,"$125,000 and more","$50,000 to $74,999",NA,0
8018,8,Born outside Canada,By naturalization,NA,Visible minority,Married,6,Good,3,"$125,000 and more","Less than $25,000",0,0
8019,8,Born in Canada,By birth,No,Not a visible minority,Married,3,Very good,5,"$75,000 to $99,999","$50,000 to $74,999",NA,1
8020,8,Born in Canada,By birth,No,Not a visible minority,Living common-law,6,Very good,3,"$125,000 and more","$75,000 to $99,999",1,0
8021,6,Born in Canada,By birth,No,Not a visible minority,"Single, never married",2,Good,4,"$25,000 to $49,999","$25,000 to $49,999",0,0
8022,9,Born outside Canada,NA,NA,Visible minority,Married,7,Fair,3,"Less than $25,000","Less than $25,000",NA,0
8023,9,Born in Canada,By birth,No,Not a visible minority,Living common-law,7,Excellent,4,"$100,000 to $ 124,999","$50,000 to $74,999",0,1
8024,9,Born in Canada,By birth,No,Not a visible minority,Married,1,Good,4,"$100,000 to $ 124,999","$75,000 to $99,999",NA,1
8025,7,Born outside Canada,By naturalization,NA,Not a visible minority,Married,2,Good,3,"$125,000 and more","$75,000 to $99,999",NA,1
8026,10,Born in Canada,By birth,No,Not a visible minority,Married,2,Good,3,"$75,000 to $99,999","$25,000 to $49,999",0,0
8027,4,Born in Canada,By birth,No,Not a visible minority,Married,7,Very good,3,"$125,000 and more","$100,000 to $ 124,999",0,0
8028,10,Born outside Canada,By naturalization,NA,Visible minority,Married,6,Good,4,"$25,000 to $49,999","Less than $25,000",NA,0
8029,9,Born outside Canada,NA,NA,Visible minority,"Single, never married",2,Very good,3,"$50,000 to $74,999","Less than $25,000",2,1
8030,8,Born in Canada,By birth,No,Not a visible minority,Married,7,Good,4,"$125,000 and more","$125,000 and more",0,0
8031,10,Born in Canada,By birth,No,Not a visible minority,Living common-law,4,Excellent,5,"$100,000 to $ 124,999","$50,000 to $74,999",1,0
8032,9,Born in Canada,By birth,No,Not a visible minority,Married,2,Good,4,"$125,000 and more","$125,000 and more",NA,0
8033,9,Born in Canada,By birth,No,Not a visible minority,Married,3,Excellent,5,"$125,000 and more","$125,000 and more",0,1
8034,8,Born in Canada,By birth,No,Not a visible minority,Married,3,Very good,5,"$100,000 to $ 124,999","$75,000 to $99,999",NA,0
8035,8,Born outside Canada,By naturalization,NA,Not a visible minority,Married,6,Good,3,"$100,000 to $ 124,999","$25,000 to $49,999",0,0
8036,7,Born outside Canada,By naturalization,NA,Visible minority,"Single, never married",NA,Very good,5,"$25,000 to $49,999","$25,000 to $49,999",0,0
8037,10,Born in Canada,By birth,No,Not a visible minority,Living common-law,3,Good,5,"$125,000 and more","Less than $25,000",NA,0
8038,10,Born outside Canada,NA,NA,Not a visible minority,Married,7,Very good,4,"$125,000 and more","$50,000 to $74,999",2,0
8039,9,Born outside Canada,By naturalization,NA,Visible minority,"Single, never married",6,Good,3,"$25,000 to $49,999","$25,000 to $49,999",NA,0
8040,8,Born in Canada,By birth,No,Not a visible minority,Widowed,1,Don't know,3,"Less than $25,000","Less than $25,000",NA,0
8041,9,Born in Canada,By birth,No,Not a visible minority,Married,4,Very good,5,"$125,000 and more","$75,000 to $99,999",NA,1
8042,8,Born in Canada,By birth,No,Not a visible minority,Widowed,1,Excellent,1,"Less than $25,000","Less than $25,000",NA,0
8043,8,Born in Canada,By birth,No,Not a visible minority,Married,6,Very good,5,"$75,000 to $99,999","$75,000 to $99,999",NA,0
8044,10,Born outside Canada,By naturalization,NA,Not a visible minority,Married,1,Very good,5,"$50,000 to $74,999","$25,000 to $49,999",NA,1
8045,9,Born in Canada,By birth,No,Not a visible minority,Living common-law,2,Excellent,4,"$100,000 to $ 124,999","$25,000 to $49,999",NA,0
8046,10,Born in Canada,By birth,No,Not a visible minority,Married,1,Good,3,"$25,000 to $49,999","Less than $25,000",NA,1
8047,10,Born in Canada,By birth,No,Not a visible minority,Living common-law,4,Good,3,"$100,000 to $ 124,999","$25,000 to $49,999",NA,1
8048,9,Born in Canada,By birth,No,Not a visible minority,Married,1,Good,5,"$100,000 to $ 124,999","$25,000 to $49,999",NA,1
8049,3,Born in Canada,By birth,No,Not a visible minority,"Single, never married",4,Good,4,"Less than $25,000","Less than $25,000",0,1
8050,9,Born in Canada,By birth,No,Not a visible minority,Married,6,Excellent,3,"$125,000 and more","$75,000 to $99,999",0,1
8051,5,Born in Canada,By birth,No,Not a visible minority,Married,1,Poor,4,"$25,000 to $49,999","Less than $25,000",NA,1
8052,7,Born in Canada,By birth,No,Not a visible minority,Married,6,Very good,3,"$25,000 to $49,999","$25,000 to $49,999",NA,1
8053,10,Born in Canada,By birth,No,Not a visible minority,Widowed,4,Very good,4,"$25,000 to $49,999","$25,000 to $49,999",NA,1
8054,10,Born in Canada,By birth,No,Not a visible minority,Living common-law,4,Very good,5,"$25,000 to $49,999","$25,000 to $49,999",NA,0
8055,10,Born in Canada,By birth,No,Not a visible minority,Married,3,Excellent,5,"$75,000 to $99,999","$50,000 to $74,999",NA,0
8056,10,Born in Canada,By birth,Yes,Not a visible minority,Married,3,Excellent,5,"$50,000 to $74,999","$25,000 to $49,999",NA,0
8057,9,Born in Canada,By birth,No,Not a visible minority,Divorced,2,Excellent,4,"$125,000 and more","$75,000 to $99,999",NA,1
8058,7,Born in Canada,By birth,No,Not a visible minority,Married,6,Fair,1,"$125,000 and more","$100,000 to $ 124,999",0,0
8059,10,Born in Canada,By birth,No,Not a visible minority,Widowed,NA,Excellent,5,"Less than $25,000","Less than $25,000",NA,0
8060,8,Born outside Canada,By naturalization,NA,Visible minority,Married,2,Good,3,"$75,000 to $99,999","$25,000 to $49,999",NA,1
8061,6,Born in Canada,By birth,No,Not a visible minority,"Single, never married",6,Fair,1,"$50,000 to $74,999","$50,000 to $74,999",NA,0
8062,9,Born in Canada,By birth,No,Not a visible minority,"Single, never married",3,Excellent,5,"$25,000 to $49,999","$25,000 to $49,999",NA,1
8063,9,Born in Canada,By birth,No,Not a visible minority,Separated,6,Good,4,"$25,000 to $49,999","$25,000 to $49,999",0,0
8064,9,Born in Canada,By birth,No,Not a visible minority,Married,7,Good,5,"$50,000 to $74,999","$25,000 to $49,999",NA,1
8065,8,Born in Canada,By birth,No,Not a visible minority,Separated,1,Good,3,"Less than $25,000","Less than $25,000",NA,0
8066,10,Born in Canada,By birth,No,Not a visible minority,Divorced,3,Poor,1,"Less than $25,000","Less than $25,000",NA,0
8067,5,Born in Canada,By birth,Yes,Not a visible minority,"Single, never married",2,Good,1,"$125,000 and more","Less than $25,000",NA,0
8068,NA,Born in Canada,By birth,No,Not a visible minority,Married,1,Fair,3,"$25,000 to $49,999","Less than $25,000",NA,0
